Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
72,Tony Armas\armasto02,2007-02-01,Pittsburgh Pirates,WSN,29,0.8,8,140,239,6,23,0,8,0,4,.096,.111,.109,.220,48,60,4.45,1.415,151,151,0,820.1,769,102,392,601
73,Larry Bigbie\bigbila01,2007-02-01,Los Angeles Dodgers,STL,29,1.6,6,392,1227,164,328,31,137,25,119,.267,.331,.395,.726,,,,,,,,,,,,
74,Cliff Floyd\floydcl01,2007-02-01,Chicago Cubs,NYM,34,5.0,14,1423,4775,752,1331,213,781,147,537,.279,.359,.488,.847,,,,,,,,,,,,
75,Agustin Montero\monteag01,2007-02-01,Los Angeles Dodgers,CHW,29,-0.1,1,2,0,0,0,0,0,0,0,,,,,1,0,5.14,1.214,11,0,0,14.0,15,3,2,7
76,Chin-hui Tsao\tsaoch01,2007-02-01,Los Angeles Dodgers,COL,26,0.0,3,29,13,2,2,0,0,0,0,.154,.154,.231,.385,4,3,5.80,1.524,29,8,4,63.2,71,16,26,44
77,Preston Wilson\wilsopr01,2007-02-01,St. Louis Cardinals,STL,32,-2.4,9,1083,3939,567,1041,188,663,122,346,.264,.330,.471,.801,,,,,,,,,,,,
78,Jeff Weaver\weaveje01,2007-01-30,Seattle Mariners,STL,30,3.8,8,99,189,12,39,0,13,0,6,.206,.231,.249,.479,86,101,4.58,1.339,257,240,2,1568.0,1672,192,428,1044
79,Victor Zambrano\zambrvi01,2007-01-30,Toronto Blue Jays,NYM,31,3.0,6,49,73,3,9,0,3,0,0,.123,.135,.164,.300,45,41,4.45,1.491,174,96,3,683.1,637,72,382,513
80,Matt Childers\childma01,2007-01-29,Philadelphia Phillies,NYY,28,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,
81,Carlos Pena\penaca01,2007-01-29,Tampa Bay Devil Rays,BOS,29,2.9,6,507,1685,229,410,86,243,13,209,.243,.331,.459,.789,,,,,,,,,,,,
82,Brian Moehler\moehlbr01,2007-01-27,Houston Astros,FLA,35,-0.5,10,85,101,3,5,0,5,0,4,.050,.103,.059,.162,63,79,4.78,1.459,210,189,0,1146.1,1348,145,324,622
83,Miguel Cairo\cairomi01,2007-01-26,New York Yankees,NYY,33,1.5,11,1010,2921,372,782,27,280,113,175,.268,.316,.361,.676,,,,,,,,,,,,
84,Tomo Ohka\ohkato01,2007-01-26,Toronto Blue Jays,MIL,31,3.2,8,138,238,8,33,0,15,1,10,.139,.173,.147,.320,48,58,4.04,1.376,174,162,0,943.0,1037,112,261,538
85,Andrew Good\goodan01,2007-01-25,Cincinnati Reds,WSN,27,0.1,3,,,,,,,,,,,,,,,,,,,,,,,,
86,Arthur Rhodes\rhodear01,2007-01-25,Seattle Mariners,PHI,37,1.0,16,78,4,0,1,0,0,0,0,.250,.250,.250,.500,75,60,4.31,1.332,653,61,30,1011.0,896,111,451,993
87,Scott Schoeneweis\schoesc01,2007-01-25,New York Mets,CIN,33,1.7,8,34,7,0,2,0,1,0,2,.286,.444,.429,.873,43,47,5.01,1.458,374,93,6,818.2,870,89,324,466
88,Jamey Wright\wrighja01,2007-01-25,Texas Rangers,SFG,32,1.6,11,251,435,26,64,1,17,0,12,.147,.170,.193,.363,67,98,5.14,1.595,260,237,0,1461.2,1609,163,723,781
89,Kevin Cash\cashke01,2007-01-24,Boston Red Sox,TBD,29,-0.2,4,114,332,33,57,7,31,0,16,.172,.221,.274,.495,,,,,,,,,,,,
90,Brandon Claussen\clausbr01,2007-01-24,Washington Nationals,CIN,28,0.1,4,57,99,5,10,0,2,0,4,.101,.136,.101,.237,16,27,5.04,1.519,58,58,0,316.0,359,48,121,228
91,Darin Erstad\erstada01,2007-01-24,Chicago White Sox,LAA,33,4.9,11,1320,5258,818,1505,114,625,170,419,.286,.341,.416,.756,,,,,,,,,,,,
92,Alex Escobar\escobal01,2007-01-24,Washington Nationals,WSN,28,1.3,4,125,388,53,100,13,52,5,41,.258,.328,.415,.743,,,,,,,,,,,,
93,Brian Lawrence\lawrebr02,2007-01-24,Colorado Rockies,WSN,31,1.8,5,154,277,15,35,1,17,0,13,.126,.164,.162,.327,49,61,4.10,1.322,162,146,0,934.0,980,97,255,579
94,Mario Ramos\ramosma01,2007-01-24,Oakland Athletics,SDP,29,,3,,,,,,,,,,,,,,,,,,,,,,,,
95,Andy Tracy\tracyan01,2007-01-23,New York Mets,BAL,33,-0.2,3,136,263,34,59,13,41,1,29,.224,.302,.418,.720,,,,,,,,,,,,
96,Mark Bellhorn\bellhma01,2007-01-22,Cincinnati Reds,SDP,32,5.0,9,718,2093,322,483,69,245,30,342,.231,.342,.396,.738,,,,,,,,,,,,
97,Scott Dohmann\dohmasc01,2007-01-22,Tampa Bay Devil Rays,KCR,29,-0.5,3,96,3,0,0,0,0,0,0,.000,.250,.000,.250,4,8,5.74,1.628,121,0,1,125.1,133,23,71,128
98,Ryan Franklin\frankry01,2007-01-22,St. Louis Cardinals,CIN,34,2.8,7,73,15,1,1,0,0,0,2,.067,.176,.067,.243,41,57,4.35,1.345,247,106,0,888.2,924,137,271,470
99,Kenny Kelly\kellyke01,2007-01-22,Chicago White Sox,WSN,28,-0.1,6,,,,,,,,,,,,,,,,,,,,,,,,
100,Vladimir Nunez\nunezvl01,2007-01-22,Chicago White Sox,CHW,32,-0.7,7,220,59,3,8,1,5,0,1,.136,.150,.186,.336,20,32,4.83,1.406,230,27,21,408.1,396,53,178,302
101,Ramon Ortiz\ortizra02,2007-01-22,Minnesota Twins,WSN,34,0.5,8,74,132,7,10,1,3,0,4,.076,.103,.114,.217,79,76,4.85,1.418,220,200,0,1255.2,1341,201,440,790
102,Rudy Seanez\seaneru01,2007-01-22,Los Angeles Dodgers,SDP,38,2.4,15,297,4,1,0,0,0,0,1,.000,.200,.000,.200,30,23,4.21,1.415,429,0,11,446.2,399,46,233,471
103,Jason Kershner\kershja01,2007-01-20,Cincinnati Reds,MIL,30,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,
104,Jose Reyes\reyesjo02,2007-01-20,New York Mets,CHC,24,-0.1,1,4,5,0,1,0,2,0,0,.200,.200,.200,.400,,,,,,,,,,,,
105,Jason Bulger\bulgeja01,2007-01-19,Los Angeles Angels of Anaheim,LAA,28,-0.1,2,11,0,0,0,0,0,0,0,,,,,1,0,6.94,1.971,11,0,0,11.2,15,1,8,10
106,Trot Nixon\nixontr01,2007-01-19,Cleveland Indians,BOS,33,5.4,10,982,3285,547,912,133,523,29,454,.278,.366,.478,.845,,,,,,,,,,,,
107,Tim Raines\raineti02,2007-01-19,Houston Astros,WSN,27,0.6,5,,,,,,,,,,,,,,,,,,,,,,,,
108,Ricardo Rodriguez\rodriri03,2007-01-19,Florida Marlins,STL,29,1.1,4,,,,,,,,,,,,,,,,,,,,,,,,
109,Craig Wilson\wilsocr03,2007-01-19,Atlanta Braves,NYY,30,1.0,6,674,1952,297,517,98,290,14,190,.265,.354,.480,.834,,,,,,,,,,,,
110,Nick Green\greenni01,2007-01-18,Pittsburgh Pirates,NYY,28,0.2,3,269,696,105,169,10,59,5,56,.243,.312,.351,.662,,,,,,,,,,,,
111,D'Angelo Jimenez\jimend'01,2007-01-18,Washington Nationals,OAK,29,3.2,7,568,2057,276,543,34,218,34,270,.264,.349,.378,.727,,,,,,,,,,,,
112,Anastacio Martinez\martian01,2007-01-18,Washington Nationals,WSN,28,-0.3,2,,,,,,,,,,,,,,,,,,,,,,,,
113,Sal Fasano\fasansa01,2007-01-17,Toronto Blue Jays,NYY,35,0.5,9,396,1018,126,225,46,130,2,67,.221,.296,.398,.694,,,,,,,,,,,,
114,Andy Abad\abadan01,2007-01-16,Milwaukee Brewers,CIN,34,0.0,3,15,21,1,2,0,0,0,4,.095,.240,.095,.335,,,,,,,,,,,,
115,Travis Phelps\phelptr01,2007-01-16,Houston Astros,MIL,29,-0.3,5,,,,,,,,,,,,,,,,,,,,,,,,
116,Steve Randolph\randost01,2007-01-16,Houston Astros,CHW,33,-0.1,2,93,15,4,5,0,3,0,0,.333,.333,.533,.867,10,6,4.89,1.708,95,6,0,141.2,123,18,119,112
117,Jorge Sosa\sosajo02,2007-01-16,New York Mets,STL,29,2.5,5,89,55,5,6,3,3,0,3,.109,.155,.273,.428,27,40,4.61,1.479,192,74,5,579.1,585,89,272,374
118,Ben Davis\davisbe01,2007-01-15,New York Yankees,NYY,30,-0.6,8,,,,,,,,,,,,,,,,,,,,,,,,
119,Jose Hernandez\hernajo01,2007-01-15,Pittsburgh Pirates,PHI,37,2.4,15,1587,4618,623,1166,168,603,41,384,.252,.312,.418,.729,,,,,,,,,,,,
120,Matt LeCroy\lecroma01,2007-01-15,Minnesota Twins,WSN,31,0.3,7,469,1368,145,358,60,218,0,123,.262,.328,.444,.772,,,,,,,,,,,,
121,John Mabry\mabryjo01,2007-01-15,Colorado Rockies,CHC,36,-1.1,13,1293,3375,378,894,95,441,7,279,.265,.323,.407,.729,,,,,,,,,,,,
122,Aaron Rakers\rakeraa01,2007-01-15,San Diego Padres,BAL,30,0.3,2,0,0,0,0,0,0,0,0,,,,,1,0,3.50,1.111,13,0,0,18.0,16,3,4,14
123,Donnie Sadler\sadledo01,2007-01-15,Arizona Diamondbacks,ARI,32,-0.3,7,417,767,125,155,6,46,25,55,.202,.262,.284,.546,,,,,,,,,,,,
124,Keith Foulke\foulkke01,2007-01-14,Cleveland Indians,BOS,34,4.1,10,47,16,0,2,0,0,0,0,.125,.125,.125,.250,41,34,3.30,1.065,588,8,190,755.2,624,87,181,695
125,Keith Ginter\ginteke01,2007-01-14,Cleveland Indians,OAK,31,0.7,6,,,,,,,,,,,,,,,,,,,,,,,,
126,Raul Casanova\casanra01,2007-01-12,Tampa Bay Devil Rays,OAK,34,-0.1,7,338,947,81,220,28,113,2,85,.232,.300,.369,.669,,,,,,,,,,,,
127,Russ Ortiz\ortizru01,2007-01-12,San Francisco Giants,BAL,33,-1.1,9,242,462,43,96,6,44,0,34,.208,.263,.294,.557,108,79,4.39,1.476,270,245,0,1519.2,1456,167,787,1094
128,Jerome Williams\willije01,2007-01-12,Washington Nationals,OAK,25,2.3,4,64,109,3,12,0,1,0,1,.110,.118,.128,.247,23,24,4.03,1.331,70,65,0,395.1,373,40,153,243
129,Willie Eyre\eyrewi01,2007-01-11,Texas Rangers,MIN,28,0.0,1,3,1,0,0,0,0,0,0,.000,.000,.000,.000,1,0,5.31,1.635,42,0,0,59.1,75,8,22,26
130,Lou Merloni\merlolo01,2007-01-11,Oakland Athletics,CLE,36,0.4,9,423,1085,138,294,14,125,9,88,.271,.332,.384,.716,,,,,,,,,,,,
131,John Thomson\thomsjo01,2007-01-11,Toronto Blue Jays,ATL,33,2.7,9,174,318,20,63,0,22,0,12,.198,.225,.223,.448,62,84,4.69,1.390,214,210,0,1259.2,1385,154,366,797
132,Rick Ankiel\ankieri01,2007-01-10,St. Louis Cardinals,STL,27,-0.1,4,53,87,9,18,2,9,0,6,.207,.258,.310,.568,,,,,,,,,,,,
133,Howie Clark\clarkho02,2007-01-10,San Diego Padres,BAL,33,0.1,4,99,245,30,67,3,23,0,21,.273,.338,.376,.714,,,,,,,,,,,,
134,R.A. Dickey\dicker.01,2007-01-10,Milwaukee Brewers,TEX,32,-0.5,5,3,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,16,19,5.72,1.568,77,33,2,266.0,321,46,96,171
135,Travis Driskill\drisktr01,2007-01-10,Houston Astros,HOU,35,0.0,4,12,5,1,0,0,0,0,1,.000,.167,.000,.167,11,13,5.26,1.505,55,19,1,190.0,226,29,60,119
136,Mark Mulder\muldema01,2007-01-10,St. Louis Cardinals,STL,29,4.4,7,57,109,10,17,1,9,0,9,.156,.223,.202,.425,103,57,4.11,1.329,199,199,0,1301.1,1326,137,403,829
137,Arnie Munoz\munozar01,2007-01-10,Washington Nationals,CHW,25,-0.5,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000,0,1,10.05,2.233,11,1,0,14.1,20,4,12,11
138,Chris Reitsma\reitsch01,2007-01-10,Seattle Mariners,ATL,29,-0.6,6,302,87,3,9,0,5,0,3,.103,.143,.115,.258,32,44,4.58,1.391,312,53,37,585.1,659,73,155,348
139,Brent Butler\butlebr02,2007-01-09,Tampa Bay Devil Rays,TBD,29,,5,,,,,,,,,,,,,,,,,,,,,,,,
140,Matt Erickson\erickma01,2007-01-09,Arizona Diamondbacks,ARI,31,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,
141,Javy Lopez\lopezja01,2007-01-09,Colorado Rockies,BOS,36,6.3,15,1503,5319,674,1527,260,864,8,357,.287,.337,.491,.828,,,,,,,,,,,,
142,David Newhan\newhada01,2007-01-09,New York Mets,BAL,33,1.8,6,293,808,128,207,20,102,26,66,.256,.315,.386,.702,,,,,,,,,,,,
143,Chris Richard\richach01,2007-01-09,Tampa Bay Devil Rays,PIT,33,,4,267,880,131,227,34,122,18,77,.258,.324,.452,.777,,,,,,,,,,,,
144,Shea Hillenbrand\hillesh02,2007-01-08,Los Angeles Angels of Anaheim,SFG,31,2.8,6,870,3303,438,947,104,459,16,133,.287,.325,.449,.773,,,,,,,,,,,,
145,Mark Loretta\loretma01,2007-01-08,Houston Astros,BOS,35,6.9,12,1385,4910,670,1466,68,525,45,462,.299,.363,.402,.765,0,0,0.00,2.000,1,0,0,1.0,1,0,1,2
146,Doug Mientkiewicz\mientdo01,2007-01-08,New York Yankees,KCR,33,2.8,9,870,2843,359,768,59,348,14,377,.270,.359,.405,.764,,,,,,,,,,,,
147,Eddie Rogers\rogered01,2007-01-08,Boston Red Sox,BAL,28,-0.5,3,30,29,5,6,1,4,0,0,.207,.200,.310,.510,,,,,,,,,,,,
148,Victor Santos\santovi01,2007-01-08,Cincinnati Reds,PIT,30,-0.4,6,108,121,5,12,0,2,0,2,.099,.114,.116,.230,22,42,5.14,1.577,150,84,0,539.0,604,71,246,377
149,Dusty Wathan\wathadu01,2007-01-08,Philadelphia Phillies,PHI,33,,4,,,,,,,,,,,,,,,,,,,,,,,,
150,Kevin Gryboski\gryboke01,2007-01-07,Pittsburgh Pirates,WSN,33,-1.2,5,215,1,0,0,0,0,0,0,.000,.000,.000,.000,12,8,4.07,1.680,238,0,2,183.1,203,15,105,103
151,Joe Winkelsas\winkejo01,2007-01-07,Atlanta Braves,MIL,33,-0.3,2,8,0,0,0,0,0,0,0,,,,,0,1,9.82,2.727,8,0,0,7.1,13,1,7,4
152,Shawn Estes\estessh01,2007-01-06,San Diego Padres,SDP,34,2.1,12,286,489,49,77,4,28,1,15,.157,.187,.219,.405,99,90,4.71,1.528,274,273,0,1634.2,1658,152,840,1191
153,Mark Kiger\kigerma01,2007-01-06,New York Mets,OAK,27,,0,,,,,,,,,,,,,,,,,,,,,,,,
154,Tike Redman\redmaju01,2007-01-06,Boston Red Sox,HOU,30,-0.6,5,392,1238,144,343,15,101,33,61,.277,.312,.378,.690,,,,,,,,,,,,
155,Francis Beltran\beltrfr01,2007-01-05,Baltimore Orioles,WSN,27,-0.2,2,52,4,0,1,0,0,0,0,.250,.250,.250,.500,2,2,5.87,1.696,56,0,1,61.1,61,13,43,59
156,Jason Dubois\duboija01,2007-01-05,Baltimore Orioles,CLE,28,-0.8,2,,,,,,,,,,,,,,,,,,,,,,,,
